Order ID,Date,Customer Segment,Region,City,Category,Sub-Category,Product Name,Units Sold,Unit Price,Revenue,Cost,Profit,Shipping Cost,Discount,Delivery Status
ORD-1770,14-09-2023,Consumer,South,City_6,Furniture,Bookcases,Bookcases - 832,1,164.89,164.89,106.94,57.95,12.02,0,Late
ORD-1170,13-09-2023,Small Business,Central,City_24,Furniture,Tables,Tables - 506,13,90.76,1179.88,644.28,535.6,25.44,0.1,On Time
ORD-1260,13-09-2023,Small Business,West,City_5,Furniture,Bookcases,Bookcases - 651,12,381.8,4581.6,2743.8,1837.8,27.35,0,Late
ORD-1797,13-09-2023,Corporate,West,City_46,Technology,Accessories,Accessories - 473,1,87.34,87.34,67.03,20.31,13.47,0,On Time
ORD-1531,12-09-2023,Corporate,East,City_19,Office Supplies,Binders,Binders - 427,15,480.28,7204.2,5749.35,1454.85,15.17,0.2,On Time
ORD-2059,12-09-2023,Corporate,Central,City_34,Office Supplies,Binders,Binders - 881,4,498.4,1993.6,1258.64,734.96,26.41,0,On Time
ORD-2221,12-09-2023,Small Business,West,City_49,Office Supplies,Storage,Storage - 700,9,429.49,3865.41,2159.19,1706.22,16.14,0,On Time
ORD-1581,11-09-2023,Consumer,East,City_9,Technology,Accessories,Accessories - 178,6,260.92,1565.52,1298.22,267.3,13.81,0,On Time
ORD-2079,11-09-2023,Small Business,South,City_24,Furniture,Chairs,Chairs - 410,4,60.18,240.72,182.48,58.24,13.09,0,On Time
ORD-2223,11-09-2023,Corporate,South,City_8,Technology,Accessories,Accessories - 197,18,428.77,7717.86,4383.9,3333.96,10.17,0,On Time
ORD-1056,10-09-2023,Small Business,South,City_7,Technology,Accessories,Accessories - 411,14,312.94,4381.16,2756.32,1624.84,23.69,0,On Time
ORD-1154,10-09-2023,Small Business,South,City_34,Office Supplies,Binders,Binders - 752,14,450.15,6302.1,4980.36,1321.74,28.82,0,On Time
ORD-1459,10-09-2023,Corporate,Central,City_38,Office Supplies,Binders,Binders - 521,12,180.03,2160.36,1785.6,374.76,17.56,0.2,On Time
ORD-1527,10-09-2023,Corporate,East,City_2,Office Supplies,Paper,Paper - 492,3,318.54,955.62,617.01,338.61,29.65,0,On Time
ORD-2004,10-09-2023,Small Business,West,City_6,Technology,Copiers,Copiers - 507,19,479.41,9108.79,6430.74,2678.05,6.49,0,Late
ORD-2291,09-09-2023,Consumer,West,City_27,Furniture,Bookcases,Bookcases - 106,8,415.88,3327.04,2214.8,1112.24,23.24,0.2,On Time
ORD-1103,08-09-2023,Corporate,Central,City_29,Office Supplies,Paper,Paper - 323,5,117.89,589.45,435.7,153.75,26.28,0,On Time
ORD-1339,07-09-2023,Corporate,East,City_35,Office Supplies,Binders,Binders - 370,8,293.17,2345.36,1915.04,430.32,23.93,0.2,On Time
ORD-1566,07-09-2023,Small Business,South,City_18,Technology,Copiers,Copiers - 214,7,336.26,2353.82,1354.43,999.39,23.23,0,On Time
ORD-2478,07-09-2023,Small Business,Central,City_33,Furniture,Tables,Tables - 717,2,105.93,211.86,166.22,45.64,11.47,0.2,On Time
ORD-1851,06-09-2023,Corporate,South,City_22,Furniture,Bookcases,Bookcases - 532,16,203.91,3262.56,1837.28,1425.28,5.28,0.2,On Time
ORD-1964,06-09-2023,Consumer,Central,City_2,Technology,Copiers,Copiers - 817,10,144.58,1445.8,1092.6,211.92,22.87,0.2,On Time
ORD-2403,06-09-2023,Corporate,East,City_25,Office Supplies,Paper,Paper - 578,9,171.92,1547.28,1065.15,482.13,18.51,0.2,On Time
ORD-2430,06-09-2023,Small Business,South,City_25,Furniture,Bookcases,Bookcases - 554,4,324.94,1299.76,665,634.76,7.47,0.3,On Time
ORD-1251,05-09-2023,Corporate,East,City_18,Office Supplies,Storage,Storage - 697,2,128.53,257.06,173.56,83.5,6.91,0.1,On Time
ORD-1282,05-09-2023,Small Business,East,City_47,Furniture,Chairs,Chairs - 535,10,353.43,3534.3,2019.5,1514.8,25.46,0.1,On Time
ORD-1843,05-09-2023,Corporate,Central,City_24,Office Supplies,Paper,Paper - 909,17,204.65,3479.05,2066.69,1412.36,22.82,0,On Time
ORD-1337,04-09-2023,Small Business,West,City_12,Office Supplies,Storage,Storage - 546,14,48.68,681.52,446.32,235.2,13.58,0,On Time
ORD-1475,04-09-2023,Small Business,South,City_47,Technology,Copiers,Copiers - 796,8,162.25,1298,882.72,249.168,16.67,0.2,On Time
ORD-1932,04-09-2023,Corporate,South,City_41,Office Supplies,Storage,Storage - 689,15,456.5,6847.5,5390.55,1456.95,29.95,0,On Time
ORD-1460,03-09-2023,Corporate,South,City_6,Office Supplies,Storage,Storage - 347,6,280.88,1685.28,1279.5,405.78,7.14,0,Late
ORD-2199,03-09-2023,Small Business,West,City_9,Technology,Copiers,Copiers - 471,18,113.62,2045.16,1212.84,832.32,13.67,0,On Time
ORD-2351,03-09-2023,Consumer,South,City_22,Technology,Copiers,Copiers - 174,14,290.2,4062.8,2057.44,2005.36,10.73,0,On Time
ORD-2475,03-09-2023,Consumer,East,City_22,Technology,Phones,Phones - 925,19,164.13,3118.47,2250.55,867.92,21.46,0.1,On Time
ORD-1221,02-09-2023,Consumer,West,City_29,Office Supplies,Binders,Binders - 468,5,478.4,2392,1458.85,933.15,20.07,0.2,On Time
ORD-1348,02-09-2023,Corporate,East,City_18,Furniture,Tables,Tables - 670,17,216.17,3674.89,2611.37,1063.52,12.8,0.2,On Time
ORD-1630,02-09-2023,Corporate,West,City_13,Office Supplies,Binders,Binders - 257,9,434.9,3914.1,2879.01,1035.09,19.16,0,On Time
ORD-2243,02-09-2023,Corporate,East,City_35,Furniture,Tables,Tables - 278,5,405.75,2028.75,1148,880.75,13.51,0,On Time
ORD-2358,02-09-2023,Small Business,Central,City_14,Office Supplies,Paper,Paper - 698,2,133.03,266.06,179.56,86.5,19.07,0.1,On Time
ORD-1894,01-09-2023,Small Business,South,City_19,Furniture,Chairs,Chairs - 924,14,174.2,2438.8,1248.8,1190,24.21,0,On Time
ORD-2037,01-09-2023,Corporate,South,City_23,Office Supplies,Binders,Binders - 116,1,126.47,126.47,66.83,59.64,13.41,0.1,On Time
ORD-1061,31-08-2023,Consumer,East,City_2,Technology,Accessories,Accessories - 673,2,292.24,584.48,479.9,104.58,29.38,0,On Time
ORD-1992,31-08-2023,Corporate,Central,City_17,Technology,Copiers,Copiers - 566,18,292.69,5268.42,3846.6,1421.82,14.77,0,Late
ORD-1046,30-08-2023,Consumer,Central,City_27,Technology,Phones,Phones - 926,1,245.38,245.38,207.31,38.07,23.74,0,On Time
ORD-1117,30-08-2023,Corporate,West,City_26,Furniture,Chairs,Chairs - 970,9,181.81,1636.29,837.18,799.11,14.92,0,On Time
ORD-2321,30-08-2023,Consumer,South,City_28,Technology,Accessories,Accessories - 474,10,431.06,4310.6,2358.5,1171.26,19.82,0.2,Late
ORD-1359,29-08-2023,Small Business,East,City_4,Furniture,Bookcases,Bookcases - 432,16,15.54,248.64,192.8,55.84,6.01,0,On Time
ORD-1981,29-08-2023,Corporate,West,City_11,Office Supplies,Storage,Storage - 488,7,445.66,3119.62,2583.77,535.85,17.52,0,On Time
ORD-2172,29-08-2023,Corporate,West,City_18,Technology,Phones,Phones - 392,10,289.16,2891.6,1986,905.6,29.41,0,On Time
ORD-2249,29-08-2023,Consumer,West,City_35,Furniture,Tables,Tables - 901,16,310.5,4968,2830.88,2137.12,23.64,0,Late
ORD-2381,28-08-2023,Small Business,South,City_3,Technology,Accessories,Accessories - 381,13,381.34,4957.42,3591.25,819.702,24.57,0.2,On Time
ORD-1611,27-08-2023,Corporate,West,City_2,Technology,Phones,Phones - 955,10,178.85,1788.5,995,793.5,28.59,0,On Time
ORD-2012,27-08-2023,Small Business,West,City_9,Furniture,Chairs,Chairs - 185,7,296.08,2072.56,1523.27,549.29,7.27,0.3,On Time
ORD-2361,27-08-2023,Corporate,West,City_8,Technology,Phones,Phones - 201,9,208.96,1880.64,1386.18,494.46,22.07,0.1,Late
ORD-2426,27-08-2023,Corporate,East,City_31,Office Supplies,Paper,Paper - 661,14,462.12,6469.68,4086.6,2383.08,14.08,0,On Time
ORD-1651,26-08-2023,Corporate,South,City_2,Furniture,Chairs,Chairs - 210,4,210.68,842.72,651.44,191.28,10.7,0.1,Late
ORD-2054,26-08-2023,Corporate,Central,City_21,Furniture,Chairs,Chairs - 770,18,36.64,659.52,368.64,290.88,25.35,0,On Time
ORD-1357,25-08-2023,Small Business,Central,City_48,Furniture,Tables,Tables - 454,14,364.87,5108.18,3788.4,1319.78,25.12,0,On Time
ORD-2035,25-08-2023,Consumer,West,City_34,Furniture,Tables,Tables - 488,15,218.85,3282.75,2023.2,1259.55,7.47,0.2,On Time
ORD-1727,24-08-2023,Small Business,Central,City_46,Office Supplies,Paper,Paper - 460,10,364.24,3642.4,2084.1,1558.3,13.41,0,On Time
ORD-1829,24-08-2023,Consumer,Central,City_19,Furniture,Bookcases,Bookcases - 561,10,113.13,1131.3,691.7,439.6,18.92,0,On Time
ORD-1988,24-08-2023,Small Business,East,City_35,Office Supplies,Paper,Paper - 276,15,361.23,5418.45,3837.45,1581,5.63,0,On Time
ORD-1311,23-08-2023,Small Business,East,City_43,Furniture,Chairs,Chairs - 672,10,201.39,2013.9,1055.8,958.1,23.33,0.1,On Time
ORD-1671,23-08-2023,Small Business,East,City_18,Office Supplies,Storage,Storage - 151,17,53.86,915.62,596.87,318.75,17.9,0,On Time
ORD-1844,23-08-2023,Consumer,South,City_7,Technology,Phones,Phones - 681,18,311.95,5615.1,3787.92,1096.308,16.56,0.3,On Time
ORD-2262,23-08-2023,Consumer,Central,City_7,Office Supplies,Binders,Binders - 899,5,146.63,733.15,390.55,342.6,10.97,0,Late
ORD-2454,23-08-2023,Consumer,West,City_7,Office Supplies,Paper,Paper - 967,15,43.09,646.35,420.15,226.2,24.24,0.2,On Time
ORD-1293,22-08-2023,Corporate,Central,City_9,Technology,Copiers,Copiers - 608,15,201.61,3024.15,1759.95,1264.2,29,0,On Time
ORD-1805,22-08-2023,Small Business,South,City_38,Furniture,Tables,Tables - 475,17,467.28,7943.76,6580.87,1362.89,18.66,0.2,On Time
ORD-2311,22-08-2023,Corporate,Central,City_47,Technology,Accessories,Accessories - 835,13,458.26,5957.38,5008.25,949.13,10.32,0,On Time
ORD-1107,21-08-2023,Small Business,Central,City_15,Office Supplies,Binders,Binders - 511,3,72.94,218.82,131.1,87.72,15.81,0,On Time
ORD-1249,21-08-2023,Corporate,East,City_28,Technology,Accessories,Accessories - 962,10,164.42,1644.2,981.1,397.86,18.18,0.3,Late
ORD-1335,21-08-2023,Small Business,West,City_38,Technology,Phones,Phones - 283,19,153.95,2925.05,1504.99,1420.06,19.93,0.1,On Time
ORD-1577,21-08-2023,Consumer,South,City_31,Technology,Copiers,Copiers - 754,4,425.76,1703.04,1391.56,311.48,20.74,0,On Time
ORD-2380,21-08-2023,Consumer,South,City_26,Furniture,Chairs,Chairs - 599,19,276.33,5250.27,3495.43,1754.84,8.9,0.3,On Time
ORD-1713,20-08-2023,Small Business,East,City_18,Technology,Accessories,Accessories - 981,16,17.11,273.76,192,81.76,14.37,0,On Time
ORD-1234,19-08-2023,Consumer,West,City_32,Furniture,Chairs,Chairs - 122,13,305.71,3974.23,2484.82,1489.41,8.07,0.1,On Time
ORD-1245,18-08-2023,Small Business,South,City_34,Technology,Phones,Phones - 844,8,74.44,595.52,476.4,119.12,6.91,0,On Time
ORD-1603,18-08-2023,Small Business,East,City_7,Technology,Accessories,Accessories - 156,3,54.34,163.02,109.89,53.13,23.11,0,On Time
ORD-2033,18-08-2023,Consumer,East,City_21,Furniture,Chairs,Chairs - 434,13,159.64,2075.32,1709.89,365.43,23.95,0,On Time
ORD-1080,17-08-2023,Consumer,East,City_21,Technology,Accessories,Accessories - 264,3,129.15,387.45,291.66,57.474,25.76,0.2,On Time
ORD-1326,17-08-2023,Consumer,Central,City_38,Furniture,Tables,Tables - 585,14,325.93,4563.02,2648.52,1914.5,14.3,0,On Time
ORD-1693,17-08-2023,Consumer,East,City_13,Technology,Accessories,Accessories - 270,4,246.93,987.72,730.8,256.92,5.5,0.1,On Time
ORD-1059,16-08-2023,Corporate,Central,City_45,Technology,Phones,Phones - 414,12,72.51,870.12,521.52,348.6,21.15,0,On Time
ORD-1552,16-08-2023,Consumer,West,City_1,Office Supplies,Storage,Storage - 666,2,47.54,95.08,69.64,25.44,17.23,0,On Time
ORD-1243,15-08-2023,Consumer,Central,City_22,Office Supplies,Paper,Paper - 869,10,276.46,2764.6,1478.9,1285.7,11.05,0.1,Late
ORD-2093,15-08-2023,Corporate,South,City_35,Office Supplies,Binders,Binders - 357,13,384.47,4998.11,3515.33,1482.78,6.29,0.1,On Time
ORD-2260,15-08-2023,Corporate,Central,City_32,Furniture,Tables,Tables - 585,16,114.38,1830.08,981.44,848.64,23.65,0,On Time
ORD-1682,14-08-2023,Consumer,Central,City_21,Furniture,Tables,Tables - 547,7,143.4,1003.8,636.86,366.94,8.72,0.2,On Time
ORD-2398,14-08-2023,Corporate,East,City_28,Office Supplies,Binders,Binders - 243,17,489.76,8325.92,5898.32,2427.6,16.13,0.1,On Time
ORD-1013,13-08-2023,Corporate,Central,City_38,Office Supplies,Binders,Binders - 500,12,229.41,2752.92,1909.2,843.72,7.02,0,On Time
ORD-1368,13-08-2023,Consumer,West,City_43,Technology,Phones,Phones - 917,10,397.82,3978.2,2828,1150.2,6.53,0,On Time
ORD-1407,13-08-2023,Small Business,Central,City_20,Technology,Copiers,Copiers - 531,13,120.06,1560.78,818.22,445.536,11.36,0.2,On Time
ORD-2387,13-08-2023,Small Business,Central,City_28,Office Supplies,Storage,Storage - 892,10,93.93,939.3,745.2,194.1,10.83,0,On Time
ORD-1504,12-08-2023,Small Business,Central,City_11,Technology,Phones,Phones - 969,19,224.01,4256.19,2819.22,1436.97,20.07,0.1,On Time
ORD-1093,11-08-2023,Small Business,South,City_37,Technology,Accessories,Accessories - 230,10,325.83,3258.3,2370.6,887.7,19.02,0,On Time
ORD-2301,11-08-2023,Small Business,South,City_20,Office Supplies,Binders,Binders - 878,11,382.65,4209.15,2875.29,1333.86,25.63,0.2,On Time
ORD-2497,11-08-2023,Consumer,Central,City_33,Office Supplies,Binders,Binders - 399,13,453.72,5898.36,4073.94,1824.42,19.31,0.2,On Time
ORD-1108,10-08-2023,Corporate,South,City_14,Office Supplies,Storage,Storage - 309,17,387.78,6592.26,4931.02,1661.24,6.45,0,On Time
ORD-1411,09-08-2023,Small Business,South,City_34,Furniture,Tables,Tables - 501,19,135.31,2570.89,1580.04,990.85,9.53,0,On Time
ORD-1569,09-08-2023,Corporate,South,City_47,Furniture,Bookcases,Bookcases - 964,2,231.85,463.7,367.46,96.24,24.38,0.3,On Time
ORD-2169,09-08-2023,Corporate,South,City_24,Furniture,Tables,Tables - 919,2,131.77,263.54,188.34,75.2,5.3,0,On Time
ORD-2258,09-08-2023,Small Business,South,City_29,Furniture,Tables,Tables - 527,16,351.3,5620.8,3984.32,1636.48,29.08,0,On Time
ORD-1142,08-08-2023,Consumer,East,City_36,Technology,Accessories,Accessories - 630,10,451.01,4510.1,2812.9,1697.2,24.51,0,On Time
ORD-1909,08-08-2023,Consumer,East,City_43,Furniture,Tables,Tables - 427,13,58.87,765.31,629.59,135.72,10.62,0,On Time
ORD-1990,08-08-2023,Consumer,South,City_35,Office Supplies,Binders,Binders - 606,14,168.65,2361.1,1978.9,382.2,28.73,0.2,On Time
ORD-2348,08-08-2023,Small Business,South,City_2,Technology,Phones,Phones - 301,14,239.27,3349.78,1783.74,1566.04,6.89,0.1,On Time
ORD-1955,07-08-2023,Small Business,Central,City_38,Technology,Accessories,Accessories - 514,2,19.81,39.62,27.72,11.9,5.22,0,On Time
ORD-2113,07-08-2023,Small Business,Central,City_41,Furniture,Bookcases,Bookcases - 291,16,160.82,2573.12,1546.88,1026.24,29.73,0,On Time
ORD-2436,07-08-2023,Small Business,West,City_3,Furniture,Bookcases,Bookcases - 862,19,292.47,5556.93,4594.77,962.16,14.14,0,On Time
ORD-1508,06-08-2023,Consumer,Central,City_47,Office Supplies,Paper,Paper - 358,12,37.98,455.76,282.6,173.16,7.56,0.1,On Time
ORD-1700,06-08-2023,Consumer,East,City_48,Furniture,Bookcases,Bookcases - 649,18,209.62,3773.16,2120.94,1652.22,19.18,0,Late
ORD-2104,06-08-2023,Consumer,South,City_49,Furniture,Chairs,Chairs - 406,5,383.72,1918.6,1005.2,913.4,27.46,0,On Time
ORD-2195,06-08-2023,Small Business,East,City_10,Office Supplies,Paper,Paper - 367,11,82.67,909.37,726.88,182.49,9.26,0.1,On Time
ORD-1308,05-08-2023,Small Business,South,City_38,Technology,Phones,Phones - 867,7,498.12,3486.84,2750.72,441.672,11.23,0.2,On Time
ORD-1388,05-08-2023,Corporate,South,City_33,Furniture,Tables,Tables - 919,17,84.2,1431.4,954.89,476.51,19.54,0.1,On Time
ORD-1814,05-08-2023,Corporate,South,City_29,Technology,Copiers,Copiers - 996,12,351.29,4215.48,2662.56,931.752,25.45,0.2,On Time
ORD-1968,05-08-2023,Corporate,East,City_47,Technology,Phones,Phones - 587,17,491.2,8350.4,4456.55,3893.85,20.66,0,On Time
ORD-2051,05-08-2023,Corporate,West,City_39,Technology,Accessories,Accessories - 541,18,352.78,6350.04,3826.98,1513.836,6.75,0.2,On Time
ORD-2154,05-08-2023,Small Business,East,City_29,Technology,Phones,Phones - 868,5,398.72,1993.6,1465,528.6,21.68,0.1,On Time
ORD-2466,05-08-2023,Small Business,Central,City_21,Technology,Accessories,Accessories - 483,10,412.44,4124.4,2981.2,1143.2,15.46,0,On Time
ORD-2472,05-08-2023,Corporate,Central,City_4,Furniture,Chairs,Chairs - 682,14,80.45,1126.3,919.1,207.2,25.57,0,On Time
ORD-1101,04-08-2023,Small Business,South,City_28,Office Supplies,Binders,Binders - 734,15,27.08,406.2,330.3,75.9,16.44,0.2,On Time
ORD-1430,04-08-2023,Consumer,West,City_16,Office Supplies,Storage,Storage - 417,11,374.57,4120.27,3085.5,1034.77,23.73,0,Late
ORD-2259,04-08-2023,Corporate,South,City_49,Technology,Accessories,Accessories - 727,19,429.5,8160.5,4739.55,2052.57,8.48,0.2,On Time
ORD-2266,04-08-2023,Small Business,East,City_38,Office Supplies,Storage,Storage - 703,7,14.7,102.9,61.67,41.23,7.57,0,On Time
ORD-2435,04-08-2023,Small Business,Central,City_31,Office Supplies,Binders,Binders - 722,4,368.07,1472.28,890.24,582.04,8.19,0,On Time
ORD-1038,03-08-2023,Small Business,Central,City_42,Office Supplies,Storage,Storage - 267,12,347.13,4165.56,3303,862.56,25.96,0.2,On Time
ORD-1275,03-08-2023,Small Business,East,City_6,Office Supplies,Binders,Binders - 421,18,471.22,8481.96,6956.46,1525.5,16.25,0,Late
ORD-1420,03-08-2023,Corporate,South,City_38,Furniture,Bookcases,Bookcases - 174,17,337.98,5745.66,3337.95,2407.71,12.65,0,On Time
ORD-1767,03-08-2023,Consumer,Central,City_33,Office Supplies,Storage,Storage - 489,14,497.85,6969.9,4101.3,2868.6,18,0,On Time
ORD-1883,03-08-2023,Consumer,Central,City_14,Technology,Copiers,Copiers - 931,8,218.34,1746.72,1153.04,593.68,25.8,0,On Time
ORD-1189,02-08-2023,Consumer,East,City_3,Technology,Accessories,Accessories - 859,14,127.01,1778.14,1169.84,364.98,24.3,0.3,On Time
ORD-1287,02-08-2023,Consumer,Central,City_38,Technology,Accessories,Accessories - 713,4,112.91,451.64,270.24,181.4,5.29,0.1,On Time
ORD-2257,02-08-2023,Small Business,West,City_14,Office Supplies,Storage,Storage - 177,8,134.22,1073.76,882.24,191.52,5.34,0.1,On Time
ORD-2303,02-08-2023,Small Business,South,City_17,Technology,Phones,Phones - 943,13,268.08,3485.04,2872.87,612.17,24.33,0,On Time
ORD-2383,02-08-2023,Corporate,West,City_31,Office Supplies,Binders,Binders - 261,6,315.12,1890.72,1047.42,843.3,9.44,0,On Time
ORD-2319,01-08-2023,Small Business,South,City_6,Technology,Accessories,Accessories - 700,9,180.17,1621.53,916.92,704.61,22,0,On Time
ORD-2165,31-07-2023,Small Business,Central,City_10,Office Supplies,Paper,Paper - 925,16,380.02,6080.32,4750.56,1329.76,17.21,0,On Time
ORD-1488,30-07-2023,Consumer,West,City_48,Furniture,Chairs,Chairs - 245,13,257.21,3343.73,1977.17,1366.56,21.21,0,On Time
ORD-1464,29-07-2023,Small Business,West,City_26,Office Supplies,Storage,Storage - 104,16,165.84,2653.44,2185.44,468,17.14,0,Late
ORD-1487,29-07-2023,Small Business,West,City_22,Technology,Copiers,Copiers - 518,17,448.91,7631.47,3893,3738.47,5.81,0,On Time
ORD-1583,29-07-2023,Consumer,West,City_9,Office Supplies,Paper,Paper - 890,11,133.55,1469.05,986.92,482.13,20.45,0,On Time
ORD-1644,29-07-2023,Small Business,Central,City_41,Furniture,Tables,Tables - 234,8,167.56,1340.48,1138.56,201.92,9.78,0.3,On Time
ORD-2490,29-07-2023,Consumer,East,City_45,Office Supplies,Storage,Storage - 876,1,303.37,303.37,198.82,104.55,12.27,0,On Time
ORD-1174,28-07-2023,Consumer,East,City_4,Office Supplies,Binders,Binders - 722,11,380.57,4186.27,3326.84,859.43,17.55,0,On Time
ORD-1832,28-07-2023,Consumer,Central,City_10,Office Supplies,Storage,Storage - 791,13,10.03,130.39,108.68,21.71,27.6,0.2,On Time
ORD-1862,28-07-2023,Corporate,East,City_26,Furniture,Tables,Tables - 152,17,116.55,1981.35,1166.88,814.47,29.15,0,On Time
ORD-1868,28-07-2023,Small Business,West,City_27,Office Supplies,Paper,Paper - 699,16,278.33,4453.28,2451.84,2001.44,28.59,0,On Time
ORD-1606,27-07-2023,Corporate,Central,City_39,Office Supplies,Paper,Paper - 948,16,137.9,2206.4,1779.52,426.88,5.44,0.1,On Time
ORD-1656,27-07-2023,Small Business,East,City_36,Office Supplies,Binders,Binders - 810,3,350.98,1052.94,587.13,465.81,29.2,0.1,On Time
ORD-1765,26-07-2023,Consumer,West,City_18,Furniture,Chairs,Chairs - 691,10,98.03,980.3,726.6,253.7,26.47,0,On Time
ORD-2003,26-07-2023,Consumer,West,City_12,Furniture,Bookcases,Bookcases - 972,4,240.42,961.68,739.84,221.84,24.22,0,On Time
ORD-2218,26-07-2023,Corporate,East,City_21,Technology,Copiers,Copiers - 433,8,495.38,3963.04,2370.48,955.536,9.56,0.3,On Time
ORD-2322,26-07-2023,Corporate,South,City_31,Technology,Phones,Phones - 500,1,204.3,204.3,173.01,31.29,11.34,0,On Time
ORD-1328,25-07-2023,Corporate,West,City_21,Technology,Copiers,Copiers - 386,12,282.82,3393.84,2700.84,693,9.38,0.1,On Time
ORD-1830,25-07-2023,Small Business,West,City_28,Furniture,Tables,Tables - 123,17,272.1,4625.7,2877.08,1748.62,11.65,0,On Time
ORD-1248,24-07-2023,Small Business,Central,City_22,Office Supplies,Paper,Paper - 639,8,471.93,3775.44,2925.28,850.16,18.61,0.3,Late
ORD-1629,24-07-2023,Consumer,Central,City_28,Furniture,Tables,Tables - 176,6,330.5,1983,1346.58,636.42,6.34,0,On Time
ORD-2491,24-07-2023,Small Business,West,City_25,Office Supplies,Paper,Paper - 701,7,463.42,3243.94,1871.73,1372.21,6.77,0,On Time
ORD-1688,23-07-2023,Small Business,East,City_5,Furniture,Bookcases,Bookcases - 124,16,448.43,7174.88,3882.72,3292.16,10.24,0.3,On Time
ORD-1849,23-07-2023,Corporate,East,City_1,Technology,Copiers,Copiers - 778,14,462.09,6469.26,3363.08,3106.18,9.46,0,Late
ORD-1863,23-07-2023,Corporate,South,City_11,Furniture,Chairs,Chairs - 470,2,48.35,96.7,79.94,16.76,26.12,0,On Time
ORD-2222,23-07-2023,Consumer,South,City_34,Technology,Copiers,Copiers - 165,2,130.13,260.26,176.2,84.06,21.17,0,On Time
ORD-1954,22-07-2023,Consumer,East,City_19,Furniture,Chairs,Chairs - 465,3,332.81,998.43,716.97,281.46,10.28,0,On Time
ORD-2477,22-07-2023,Corporate,South,City_49,Furniture,Tables,Tables - 985,8,454.74,3637.92,2729.84,908.08,19.66,0.1,On Time
ORD-1551,21-07-2023,Small Business,South,City_21,Technology,Accessories,Accessories - 852,17,27.23,462.91,283.73,179.18,18.79,0,On Time
ORD-1902,21-07-2023,Consumer,South,City_45,Furniture,Bookcases,Bookcases - 728,13,395.47,5141.11,3955.9,1185.21,5,0.2,On Time
ORD-2416,21-07-2023,Corporate,West,City_38,Office Supplies,Paper,Paper - 447,3,368.23,1104.69,731.46,373.23,20.22,0,On Time
ORD-1045,20-07-2023,Consumer,West,City_30,Furniture,Chairs,Chairs - 109,14,47.34,662.76,549.5,113.26,19.53,0,Late
ORD-1941,20-07-2023,Consumer,South,City_49,Office Supplies,Paper,Paper - 143,19,257.61,4894.59,3556.8,1337.79,17.3,0,On Time
ORD-2302,20-07-2023,Small Business,East,City_3,Technology,Copiers,Copiers - 908,5,83.08,415.4,328.3,52.26,25.36,0.2,On Time
ORD-1471,19-07-2023,Small Business,South,City_31,Office Supplies,Storage,Storage - 103,15,371.89,5578.35,2913.75,2664.6,12.07,0,On Time
ORD-1510,18-07-2023,Consumer,East,City_10,Technology,Accessories,Accessories - 765,8,423.43,3387.44,2213.04,1174.4,18.66,0,On Time
ORD-1068,17-07-2023,Small Business,South,City_33,Technology,Accessories,Accessories - 540,15,440.53,6607.95,4449.75,2158.2,19.33,0.1,Late
ORD-1484,17-07-2023,Consumer,West,City_20,Furniture,Bookcases,Bookcases - 141,9,13.03,117.27,91.89,25.38,7.28,0.2,On Time
ORD-2084,17-07-2023,Consumer,East,City_5,Furniture,Chairs,Chairs - 870,8,60.61,484.88,339.68,145.2,15.73,0,Late
ORD-1470,16-07-2023,Corporate,South,City_41,Furniture,Bookcases,Bookcases - 170,10,249.18,2491.8,1955,536.8,15.72,0,On Time
ORD-2095,16-07-2023,Corporate,East,City_1,Furniture,Tables,Tables - 391,18,138.37,2490.66,2099.16,391.5,12.54,0.1,On Time
ORD-1731,15-07-2023,Corporate,Central,City_7,Technology,Copiers,Copiers - 542,4,135.99,543.96,452.6,91.36,29.14,0,On Time
ORD-1889,15-07-2023,Small Business,West,City_27,Technology,Copiers,Copiers - 835,10,300.94,3009.4,1521.3,1488.1,21.53,0,On Time
ORD-2045,15-07-2023,Consumer,Central,City_20,Technology,Copiers,Copiers - 738,7,422.57,2957.99,1959.23,998.76,18.11,0.1,On Time
ORD-1207,13-07-2023,Small Business,West,City_26,Technology,Phones,Phones - 361,1,141.79,141.79,91.09,30.42,5.07,0.2,On Time
ORD-2400,13-07-2023,Corporate,East,City_20,Furniture,Tables,Tables - 615,1,105.14,105.14,70.13,35.01,5.55,0.2,On Time
ORD-1132,12-07-2023,Corporate,South,City_46,Technology,Accessories,Accessories - 444,18,129.63,2333.34,1845.18,292.896,24.21,0.2,On Time
ORD-1379,12-07-2023,Consumer,West,City_35,Technology,Phones,Phones - 287,17,249.63,4243.71,3398.47,845.24,22.37,0,On Time
ORD-2420,12-07-2023,Corporate,East,City_17,Furniture,Bookcases,Bookcases - 665,16,25.78,412.48,295.52,116.96,20.41,0,On Time
ORD-1649,11-07-2023,Small Business,Central,City_9,Technology,Accessories,Accessories - 736,15,368.15,5522.25,3317.25,2205,6.75,0.1,On Time
ORD-1346,10-07-2023,Corporate,Central,City_13,Furniture,Bookcases,Bookcases - 701,17,47.46,806.82,656.37,150.45,8.96,0.1,On Time
ORD-1422,10-07-2023,Corporate,East,City_23,Technology,Copiers,Copiers - 271,3,92.74,278.22,144.33,133.89,16.89,0.1,On Time
ORD-1739,10-07-2023,Small Business,West,City_10,Technology,Copiers,Copiers - 198,19,339.38,6448.22,3668.14,1668.048,7.64,0.2,On Time
